No,Payout,Rotation,Big,Reg
4200,-1219,3043,8,6
4201,-1710,3283,7,10
4202,267,5298,21,13
4203,497,3912,13,22
4204,2369,6951,30,30
4205,25,1548,7,1
4206,-334,2908,10,7
4207,247,4043,16,11
4208,492,5598,22,20
4209,-203,665,2,1
4210,693,5752,22,20
4211,-534,2179,7,5
4212,-936,4503,14,16
4213,-2,2330,9,6
4214,-324,4335,14,15
4215,-412,1120,2,5
4216,1637,4992,22,19
4217,-167,2226,7,7
4218,1085,4755,23,10
4219,-774,1583,4,3
4220,-809,2806,8,7
4221,-367,3861,13,11
4222,-512,4697,16,15
4223,-768,2732,7,11
4224,-2514,3643,17,11
4225,-4222,5589,31,8
4226,-508,2356,15,9
4227,-4219,3445,8,10
4228,-1050,2346,13,8
4229,-2405,3945,19,13
4230,-1635,2307,10,7
4231,5456,2585,38,19
4232,-5419,4375,14,5
4233,-764,3863,24,16
4234,25,5815,48,14
4235,-1479,4259,24,17
4236,-4866,5085,24,6
4237,-3641,4613,21,12
4238,-120,3362,26,10
4239,544,6411,48,27
4240,-2481,5369,29,19
4241,-2092,5007,30,14
4242,-2654,3037,14,5
4243,-2154,2232,8,5
4244,1106,4006,35,13
4245,215,4907,43,10
4246,-645,3023,18,13
4247,-3531,4194,20,6
4248,3967,3208,42,12
4249,-587,1808,16,-
4250,-234,4003,29,14
4251,1851,3507,35,13
4252,2593,7379,32,24
4253,-55,283,1,-
4254,898,5913,24,16
4255,635,7241,29,21
4256,242,444,3,-
4257,-2061,5245,11,18
4258,692,4407,17,15
4259,2,1924,7,5
4260,-95,5891,19,26
4261,39,3295,12,10
4262,-726,1878,4,5
4263,-1222,3898,11,9
4264,-153,5025,21,9
4265,-422,3642,13,9
4266,2115,7639,35,20
total,-53498,917396,-,-
