No,Payout,Rotation,Big,Reg
4133,0,-,-,-
4134,-327,297,-,-
4135,909,3219,18,31
4136,-118,70,-,-
4137,-803,1264,3,2
4138,2175,487,60,5
4139,0,-,-,-
4140,2903,3678,10,5
4141,0,-,-,-
4142,-432,394,-,-
4143,-100,729,11,3
4144,-234,786,-,3
4145,-157,1019,4,2
4146,0,-,-,-
4147,905,2732,36,11
4148,-38,240,1,-
4149,-925,2807,6,8
4150,163,1573,6,5
4151,-566,4190,15,9
4152,-71,1044,4,2
4153,1151,5273,21,18
4154,-797,3645,11,10
4155,-181,405,1,1
4156,681,7436,30,19
4157,-699,1100,2,3
4158,69,4787,16,18
4159,-347,436,1,-
4160,-547,5633,16,22
4161,322,1886,9,4
4162,2407,4543,23,15
4163,331,2792,10,9
4164,-782,675,1,-
4165,648,6540,23,23
4166,-309,1339,4,4
4167,-820,879,1,1
4168,612,2664,12,6
4169,649,1889,9,4
4170,-765,982,1,3
4171,51,2278,9,5
4172,-722,2162,5,7
4173,-684,766,1,1
4174,-1085,2157,4,7
4175,-549,1208,3,2
4176,798,2991,14,5
4177,-303,382,2,1
4178,-229,4375,14,13
4179,3485,6354,31,26
4180,-176,654,2,1
4181,580,2615,12,10
4182,-655,944,2,2
4183,-30,922,4,1
4184,2674,7697,35,24
4185,996,2648,12,8
4186,205,3279,10,18
4187,-451,559,1,1
4188,475,2601,10,10
4189,-1230,2767,6,10
4190,-607,469,-,-
4191,-388,1506,4,5
4192,-46,6818,22,23
4193,252,489,3,-
4194,-854,2502,7,5
4195,1508,3486,17,10
4196,492,1508,7,4
4197,-1221,1788,3,4
4198,993,2848,15,5
4199,-322,1608,5,3
4200,-478,2019,5,8
4201,299,1689,7,5
4202,-226,549,1,2
4203,-990,2112,7,1
4204,-17,2208,9,6
4205,-673,1112,2,3
4206,-453,264,-,-
4207,-1141,1177,2,-
4208,-434,974,3,1
4209,120,899,5,-
4210,-647,628,1,-
4211,-276,204,-,-
4212,141,4631,19,13
4213,-803,2133,6,5
4214,-176,1368,4,5
4215,837,5589,22,19
4216,-273,976,2,5
4217,1376,3454,15,15
4218,-131,860,2,4
4219,-674,1363,3,3
4220,-415,690,1,2
4221,-170,2646,10,6
4222,-349,3242,13,5
4223,-564,4013,13,13
4224,-1179,1380,6,3
4225,-525,263,-,-
4226,-1776,1700,6,4
4227,-312,1238,8,4
4228,-1185,1358,8,-
4229,11,2088,10,15
4230,-379,1004,6,3
4231,-638,1433,9,4
4232,-112,1426,10,5
4233,59,2069,16,6
4234,2979,4234,43,18
4235,-3497,2211,3,4
4236,-93,1126,9,2
4237,-559,247,-,-
4238,-3260,2659,7,6
4239,-842,394,-,-
4240,2897,3291,34,18
4241,-10,467,4,1
4242,1824,874,13,6
4243,1859,1356,19,5
4244,-2073,3948,23,10
4245,445,1933,18,4
4246,-169,450,4,-
4247,-1228,1048,4,1
4248,-1072,3241,25,3
4249,-1343,1086,2,3
4250,-4946,5751,28,9
4251,92,3025,24,9
4252,-402,669,2,-
4253,-163,961,3,3
4254,1455,3123,16,9
4255,226,867,4,2
4256,-397,1229,4,2
4257,-453,480,1,-
4258,712,1021,6,2
4259,211,3365,13,9
4260,42,2351,8,8
4261,-397,488,1,-
4262,989,2376,13,7
4263,800,3117,15,5
4264,724,1643,9,3
4265,1140,2216,13,2
4266,142,4165,13,17
total,-13801,461725,-,-
