No,Payout,Rotation,Big,Reg
4168,-489,800,1,3
4169,188,1810,8,3
4170,29,699,3,1
4171,-727,2225,7,3
4172,-263,1762,6,4
4173,-608,1839,3,9
4174,-801,680,-,1
4175,182,2263,10,3
4176,994,4018,18,11
4177,-328,2822,8,9
4178,-975,2404,5,9
4179,-445,741,2,-
4180,-684,481,-,1
4181,-447,2800,8,10
4182,662,1231,7,1
4183,-469,1282,4,2
4184,-171,395,2,-
4185,-226,2781,9,10
4186,-256,160,-,-
4187,-315,3414,9,14
4188,-341,1898,7,3
4189,-1078,1515,2,4
4190,72,421,2,-
4191,-81,2477,8,8
4192,-520,1385,3,5
4193,2420,3339,17,17
4194,1500,2486,13,9
4195,-150,410,1,1
4196,1286,4601,16,28
4197,34,4229,9,28
4198,733,1909,9,5
4199,717,1183,5,7
4200,560,6193,22,26
4201,-1820,3877,9,13
4202,-363,277,-,-
4203,-844,1052,3,-
4204,73,1378,6,3
4205,-891,1344,2,4
4206,-116,261,1,-
4207,940,7159,24,38
4208,1755,1171,9,9
4209,-413,245,-,-
4210,-743,3244,10,9
4211,1405,2391,13,7
4212,-677,1497,4,4
4213,-437,2176,6,7
4214,-224,217,-,1
4215,2172,7130,31,28
4216,-947,2674,8,7
4217,-465,413,-,1
4218,-149,1633,6,5
4219,205,3988,15,12
4220,-420,595,1,2
4221,-216,1138,4,2
4222,138,2174,9,5
4223,-1846,4772,10,17
4224,139,1985,15,8
4225,4755,2343,40,12
4226,14,1192,9,4
4227,1293,1164,18,2
4228,2849,3109,37,12
4229,-279,1161,10,1
4230,-286,1080,7,3
4231,-472,3618,25,12
4232,-4557,4418,20,4
4233,-1371,1952,9,5
4234,2600,3991,41,15
4235,-463,1805,11,7
4236,2335,3257,35,14
4237,-1239,1406,7,2
4238,-726,3013,19,11
4239,1512,2121,27,3
4240,-975,543,1,-
4241,-1253,907,2,2
4242,963,2291,22,8
4243,2090,4122,36,21
4244,-4378,4015,13,8
4245,-1580,1432,6,1
4246,983,2136,20,9
4247,-652,367,-,1
4248,8355,4566,69,23
4249,-860,1307,9,1
4250,-362,564,3,1
4251,3421,2746,38,9
4252,984,3588,16,11
4253,642,592,4,2
4254,438,4394,18,12
4255,-483,261,-,-
4256,-1015,3071,8,9
4257,-705,513,-,-
4258,-1638,1763,2,3
4259,222,1281,5,4
4260,-341,239,-,-
4261,-1777,5080,11,16
4262,32,202,1,-
4263,856,3960,16,15
4264,-242,1873,6,4
4265,-460,1888,6,3
4266,-728,2446,7,6
total,7503,591095,-,-
